TRANSPORT,START,END,A,B,SPEED
CARGO_1283,1859-12-14 22:15:16,1859-12-15 13:24:30,Copperhold,Cogburg,69.09
CARGO_1284,1859-12-15 13:24:30,1859-12-16 07:51:22,Cogburg,Rustport,77.03
CARGO_1285,1859-12-16 07:51:22,1859-12-17 00:05:25,Rustport,Gizbourne,75.15
CARGO_1286,1859-12-17 00:05:25,1859-12-17 05:35:18,Gizbourne,Irondale,95.67
CARGO_1286,1859-12-17 05:35:18,1859-12-17 16:11:07,Irondale,Cogburg,97.58
CARGO_1287,1859-12-17 16:11:07,1859-12-18 04:26:01,Cogburg,Irondale,84.42
CARGO_1287,1859-12-18 04:26:01,1859-12-18 12:54:35,Irondale,Leverstorm,74.21
CARGO_1288,1859-12-18 12:54:35,1859-12-18 20:08:48,Leverstorm,Copperhold,78.63
CARGO_1289,1859-12-18 20:08:48,1859-12-19 00:02:47,Copperhold,Irondale,88.46
CARGO_1289,1859-12-19 00:02:47,1859-12-19 05:39:43,Irondale,Gizbourne,93.67
CARGO_1290,1859-12-19 05:39:43,1859-12-19 21:54:31,Gizbourne,Rustport,75.09
CARGO_1291,1859-11-24 08:00:00,1859-11-25 10:02:35,Rustport,Steamdrift,74.76
CARGO_1292,1859-11-25 10:02:35,1859-11-26 04:25:13,Steamdrift,Cogburg,69.05
CARGO_1293,1859-11-26 04:25:13,1859-11-26 15:14:23,Cogburg,Irondale,95.57
CARGO_1293,1859-11-26 15:14:23,1859-11-26 21:05:46,Irondale,Gizbourne,89.81
CARGO_1294,1859-11-26 21:05:46,1859-11-27 02:33:40,Gizbourne,Irondale,96.25
CARGO_1295,1859-11-27 02:33:40,1859-11-27 13:58:32,Irondale,Cogburg,90.59
CARGO_1295,1859-11-27 13:58:32,1859-11-28 04:01:13,Cogburg,Steamdrift,90.35
CARGO_1296,1859-11-28 04:01:13,1859-11-28 20:36:12,Steamdrift,Cogburg,76.52
CARGO_1296,1859-11-28 20:36:12,1859-11-29 08:26:14,Cogburg,Irondale,87.38
CARGO_1297,1859-11-29 08:26:14,1859-11-29 22:07:07,Irondale,Cogburg,75.58
CARGO_1297,1859-11-29 22:07:07,1859-11-30 17:58:50,Cogburg,Steamdrift,63.89
CARGO_1298,1859-11-30 17:58:50,1859-12-01 20:08:14,Steamdrift,Rustport,74.44
CARGO_1299,1859-12-01 20:08:14,1859-12-02 18:01:23,Rustport,Steamdrift,88.96
CARGO_1300,1859-12-02 18:01:23,1859-12-03 20:15:43,Steamdrift,Rustport,74.2
CARGO_1301,1859-12-03 20:15:43,1859-12-04 11:47:34,Rustport,Cogburg,91.49
CARGO_1302,1859-12-04 11:47:34,1859-12-04 23:34:48,Cogburg,Irondale,87.72
CARGO_1302,1859-12-04 23:34:48,1859-12-05 06:02:39,Irondale,Gizbourne,81.37
CARGO_1303,1859-12-05 06:02:39,1859-12-05 13:44:06,Gizbourne,Irondale,68.39
CARGO_1303,1859-12-05 13:44:06,1859-12-06 02:26:01,Irondale,Cogburg,81.43
CARGO_1303,1859-12-06 02:26:01,1859-12-06 19:35:12,Cogburg,Steamdrift,73.98
CARGO_1304,1859-12-06 19:35:12,1859-12-07 20:38:39,Steamdrift,Rustport,77.7
CARGO_1305,1859-12-07 20:38:39,1859-12-08 11:05:19,Rustport,Gizbourne,84.46
CARGO_1306,1859-12-08 11:05:19,1859-12-08 18:39:06,Gizbourne,Irondale,69.55
CARGO_1306,1859-12-08 18:39:06,1859-12-09 08:02:55,Irondale,Cogburg,77.18
CARGO_1306,1859-12-09 08:02:55,1859-12-10 03:57:58,Cogburg,Steamdrift,63.71
CARGO_1307,1859-12-10 03:57:58,1859-12-10 18:38:17,Steamdrift,Cogburg,86.49
CARGO_1307,1859-12-10 18:38:17,1859-12-11 05:23:58,Cogburg,Irondale,96.08
CARGO_1307,1859-12-11 05:23:58,1859-12-11 12:35:15,Irondale,Leverstorm,87.51
CARGO_1308,1859-12-11 12:35:15,1859-12-11 21:04:02,Leverstorm,Irondale,74.18
CARGO_1308,1859-12-11 21:04:02,1859-12-12 09:56:29,Irondale,Cogburg,80.32
CARGO_1309,1859-12-12 09:56:29,1859-12-13 05:51:11,Cogburg,Steamdrift,63.73
CARGO_1310,1859-12-13 05:51:11,1859-12-14 02:23:03,Steamdrift,Cogburg,61.81
CARGO_1310,1859-12-14 02:23:03,1859-12-14 15:49:39,Cogburg,Irondale,76.92
CARGO_1310,1859-12-14 15:49:39,1859-12-14 23:34:33,Irondale,Gizbourne,67.89
CARGO_1311,1859-12-14 23:34:33,1859-12-15 06:00:37,Gizbourne,Irondale,81.75
CARGO_1311,1859-12-15 06:00:37,1859-12-15 10:30:49,Irondale,Copperhold,76.61
CARGO_1312,1859-12-15 10:30:49,1859-12-15 18:31:25,Copperhold,Leverstorm,71.04
CARGO_1313,1859-12-15 18:31:25,1859-12-16 03:11:46,Leverstorm,Copperhold,65.61
CARGO_1314,1859-12-16 03:11:46,1859-12-16 07:36:38,Copperhold,Irondale,78.15
CARGO_1314,1859-12-16 07:36:38,1859-12-16 13:54:41,Irondale,Gizbourne,83.48
CARGO_1315,1859-12-16 13:54:41,1859-12-16 21:13:52,Gizbourne,Irondale,71.86
CARGO_1315,1859-12-16 21:13:52,1859-12-17 11:03:33,Irondale,Cogburg,74.78
CARGO_1316,1859-12-17 11:03:33,1859-12-18 00:37:19,Cogburg,Copperhold,77.2
CARGO_1317,1859-12-18 00:37:19,1859-12-18 04:29:12,Copperhold,Irondale,89.27
CARGO_1317,1859-12-18 04:29:12,1859-12-18 09:39:32,Irondale,Gizbourne,101.7
CARGO_1318,1859-12-18 09:39:32,1859-12-18 15:51:21,Gizbourne,Irondale,84.88
CARGO_1318,1859-12-18 15:51:21,1859-12-18 20:18:54,Irondale,Copperhold,77.37
CARGO_1319,1859-12-18 20:18:54,1859-12-19 07:59:15,Copperhold,Cogburg,89.7
CARGO_1320,1859-12-19 07:59:15,1859-12-19 23:18:54,Cogburg,Copperhold,68.31
CARGO_1321,1859-11-24 08:00:00,1859-11-24 12:53:51,Copperhold,Irondale,70.44
CARGO_1322,1859-11-24 12:53:51,1859-11-25 02:34:41,Irondale,Cogburg,75.58
CARGO_1322,1859-11-25 02:34:41,1859-11-25 21:49:59,Cogburg,Steamdrift,65.9
CARGO_1323,1859-11-25 21:49:59,1859-11-26 13:28:18,Steamdrift,Cogburg,81.15
CARGO_1323,1859-11-26 13:28:18,1859-11-27 00:55:51,Cogburg,Irondale,90.23
CARGO_1323,1859-11-27 00:55:51,1859-11-27 09:23:42,Irondale,Leverstorm,74.31
CARGO_1324,1859-11-27 09:23:42,1859-11-27 17:55:57,Leverstorm,Irondale,73.68
CARGO_1324,1859-11-27 17:55:57,1859-11-28 06:03:38,Irondale,Cogburg,85.26
CARGO_1324,1859-11-28 06:03:38,1859-11-28 23:09:44,Cogburg,Steamdrift,74.2
CARGO_1325,1859-11-28 23:09:44,1859-11-29 15:18:07,Steamdrift,Cogburg,78.63
CARGO_1325,1859-11-29 15:18:07,1859-11-30 03:15:50,Cogburg,Irondale,86.44
CARGO_1325,1859-11-30 03:15:50,1859-11-30 09:40:35,Irondale,Gizbourne,82.02
CARGO_1326,1859-11-30 09:40:35,1859-11-30 16:45:57,Gizbourne,Irondale,74.2
CARGO_1326,1859-11-30 16:45:57,1859-12-01 07:57:25,Irondale,Cogburg,68.07
CARGO_1327,1859-12-01 07:57:25,1859-12-01 21:18:05,Cogburg,Irondale,77.48
CARGO_1328,1859-12-01 21:18:05,1859-12-02 12:36:10,Irondale,Rustport,85.09
CARGO_1329,1859-12-02 12:36:10,1859-12-03 03:23:51,Rustport,Gizbourne,82.46
CARGO_1330,1859-12-03 03:23:51,1859-12-03 16:30:23,Gizbourne,Rustport,93.07
CARGO_1331,1859-12-03 16:30:23,1859-12-04 08:35:25,Rustport,Irondale,80.95
CARGO_1332,1859-12-04 08:35:25,1859-12-04 16:30:29,Irondale,Leverstorm,79.44
CARGO_1333,1859-12-04 16:30:29,1859-12-05 00:40:20,Leverstorm,Irondale,77.04
CARGO_1333,1859-12-05 00:40:20,1859-12-05 12:28:59,Irondale,Cogburg,87.55
CARGO_1334,1859-12-05 12:28:59,1859-12-06 06:28:50,Cogburg,Steamdrift,70.51
CARGO_1335,1859-12-06 06:28:50,1859-12-07 08:21:47,Steamdrift,Rustport,75.22
CARGO_1336,1859-12-07 08:21:47,1859-12-08 03:46:38,Rustport,Cogburg,73.19
CARGO_1337,1859-12-08 03:46:38,1859-12-08 15:40:45,Cogburg,Irondale,86.88
CARGO_1337,1859-12-08 15:40:45,1859-12-09 00:12:38,Irondale,Leverstorm,73.73
CARGO_1338,1859-12-09 00:12:38,1859-12-09 08:59:33,Leverstorm,Irondale,71.63
CARGO_1338,1859-12-09 08:59:33,1859-12-09 21:17:04,Irondale,Cogburg,84.12
CARGO_1338,1859-12-09 21:17:04,1859-12-10 14:23:23,Cogburg,Steamdrift,74.19
CARGO_1339,1859-12-10 14:23:23,1859-12-11 13:28:57,Steamdrift,Rustport,84.31
CARGO_1340,1859-12-11 13:28:57,1859-12-12 11:30:39,Rustport,Steamdrift,88.39
CARGO_1341,1859-12-12 11:30:39,1859-12-13 05:13:03,Steamdrift,Cogburg,71.67
CARGO_1341,1859-12-13 05:13:03,1859-12-13 21:38:10,Cogburg,Copperhold,63.77
CARGO_1342,1859-12-13 21:38:10,1859-12-14 05:08:13,Copperhold,Leverstorm,75.86
CARGO_1343,1859-12-14 05:08:13,1859-12-14 14:21:45,Leverstorm,Irondale,68.18
CARGO_1343,1859-12-14 14:21:45,1859-12-15 04:33:25,Irondale,Cogburg,72.85
CARGO_1344,1859-12-15 04:33:25,1859-12-15 16:40:08,Cogburg,Irondale,85.37
CARGO_1344,1859-12-15 16:40:08,1859-12-15 23:08:21,Irondale,Gizbourne,81.3
CARGO_1345,1859-12-15 23:08:21,1859-12-16 05:13:55,Gizbourne,Irondale,86.33
CARGO_1345,1859-12-16 05:13:55,1859-12-16 17:41:10,Irondale,Cogburg,83.02
CARGO_1345,1859-12-16 17:41:10,1859-12-17 10:03:15,Cogburg,Steamdrift,77.53
CARGO_1346,1859-12-17 10:03:15,1859-12-18 01:46:57,Steamdrift,Cogburg,80.68
CARGO_1346,1859-12-18 01:46:57,1859-12-18 13:54:29,Cogburg,Irondale,85.27
CARGO_1347,1859-12-18 13:54:29,1859-12-18 18:23:20,Irondale,Copperhold,77.0
CARGO_1348,1859-12-18 18:23:20,1859-12-19 07:42:32,Copperhold,Cogburg,78.6
CARGO_1349,1859-12-19 07:42:32,1859-12-20 02:22:44,Cogburg,Steamdrift,67.97
CARGO_1350,1859-12-20 02:22:44,1859-12-20 19:22:19,Steamdrift,Cogburg,74.68
CARGO_1350,1859-12-20 19:22:19,1859-12-21 07:46:05,Cogburg,Irondale,83.41
CARGO_1350,1859-12-21 07:46:05,1859-12-21 14:00:36,Irondale,Gizbourne,84.27
CARGO_1351,1859-11-24 08:00:00,1859-11-24 15:16:32,Gizbourne,Irondale,72.3
CARGO_1352,1859-11-24 15:16:32,1859-11-25 01:33:48,Irondale,Leverstorm,61.14
CARGO_1353,1859-11-25 01:33:48,1859-11-25 09:48:11,Leverstorm,Irondale,76.34
CARGO_1353,1859-11-25 09:48:11,1859-11-25 22:09:27,Irondale,Cogburg,83.69
CARGO_1354,1859-11-25 22:09:27,1859-11-26 15:47:37,Cogburg,Rustport,80.57
CARGO_1355,1859-11-26 15:47:37,1859-11-27 13:48:23,Rustport,Steamdrift,88.45
CARGO_1356,1859-11-27 13:48:23,1859-11-28 05:41:15,Steamdrift,Cogburg,79.91
CARGO_1356,1859-11-28 05:41:15,1859-11-28 17:31:27,Cogburg,Irondale,87.36
CARGO_1356,1859-11-28 17:31:27,1859-11-28 23:47:14,Irondale,Gizbourne,83.98
CARGO_1357,1859-11-28 23:47:14,1859-11-29 06:15:18,Gizbourne,Irondale,81.33
CARGO_1357,1859-11-29 06:15:18,1859-11-29 18:21:39,Irondale,Cogburg,85.41
CARGO_1358,1859-11-29 18:21:39,1859-11-30 12:19:16,Cogburg,Steamdrift,70.66
CARGO_1359,1859-11-30 12:19:16,1859-12-01 05:39:16,Steamdrift,Cogburg,73.21
CARGO_1359,1859-12-01 05:39:16,1859-12-01 19:45:53,Cogburg,Irondale,73.28
CARGO_1359,1859-12-01 19:45:53,1859-12-02 03:09:14,Irondale,Gizbourne,71.18
CARGO_1360,1859-12-02 03:09:14,1859-12-02 09:28:42,Gizbourne,Irondale,83.17
CARGO_1360,1859-12-02 09:28:42,1859-12-02 21:52:05,Irondale,Cogburg,83.46
CARGO_1361,1859-12-02 21:52:05,1859-12-03 10:04:20,Cogburg,Irondale,84.73
CARGO_1361,1859-12-03 10:04:20,1859-12-03 18:30:23,Irondale,Leverstorm,74.58
CARGO_1362,1859-12-03 18:30:23,1859-12-04 03:10:42,Leverstorm,Irondale,72.53
CARGO_1362,1859-12-04 03:10:42,1859-12-04 19:58:05,Irondale,Rustport,77.55
CARGO_1363,1859-12-04 19:58:05,1859-12-05 15:30:19,Rustport,Steamdrift,99.66
CARGO_1364,1859-12-05 15:30:19,1859-12-06 09:46:29,Steamdrift,Cogburg,69.46
CARGO_1365,1859-12-06 09:46:29,1859-12-06 23:07:10,Cogburg,Irondale,77.48
CARGO_1365,1859-12-06 23:07:10,1859-12-07 09:06:22,Irondale,Leverstorm,62.99
CARGO_1366,1859-12-07 09:06:22,1859-12-07 18:31:00,Leverstorm,Irondale,66.84
CARGO_1366,1859-12-07 18:31:00,1859-12-08 13:35:47,Irondale,Rustport,68.24
CARGO_1367,1859-12-08 13:35:47,1859-12-09 08:31:31,Rustport,Irondale,68.78
CARGO_1367,1859-12-09 08:31:31,1859-12-09 13:37:01,Irondale,Copperhold,67.76
CARGO_1368,1859-12-09 13:37:01,1859-12-10 05:16:32,Copperhold,Cogburg,66.86
CARGO_1369,1859-12-10 05:16:32,1859-12-10 17:49:51,Cogburg,Irondale,82.36
CARGO_1369,1859-12-10 17:49:51,1859-12-11 00:21:00,Irondale,Gizbourne,80.69
CARGO_1370,1859-12-11 00:21:00,1859-12-11 13:57:13,Gizbourne,Rustport,89.68
CARGO_1371,1859-12-11 13:57:13,1859-12-12 05:23:25,Rustport,Irondale,84.34
CARGO_1372,1859-12-12 05:23:25,1859-12-12 10:39:43,Irondale,Copperhold,65.44
CARGO_1373,1859-12-12 10:39:43,1859-12-13 02:18:32,Copperhold,Cogburg,66.91
CARGO_1374,1859-12-13 02:18:32,1859-12-13 15:25:58,Cogburg,Copperhold,79.78
CARGO_1374,1859-12-13 15:25:58,1859-12-13 22:28:31,Copperhold,Leverstorm,80.79
CARGO_1375,1859-12-13 22:28:31,1859-12-14 06:08:25,Leverstorm,Copperhold,74.23
CARGO_1376,1859-12-14 06:08:25,1859-12-14 21:38:00,Copperhold,Cogburg,67.58
CARGO_1376,1859-12-14 21:38:00,1859-12-15 16:23:49,Cogburg,Steamdrift,67.63
CARGO_1377,1859-12-15 16:23:49,1859-12-16 09:46:37,Steamdrift,Cogburg,73.02
CARGO_1377,1859-12-16 09:46:37,1859-12-17 01:42:56,Cogburg,Copperhold,65.69
CARGO_1378,1859-12-17 01:42:56,1859-12-17 14:11:38,Copperhold,Cogburg,83.91
CARGO_1378,1859-12-17 14:11:38,1859-12-18 05:12:56,Cogburg,Steamdrift,84.48
CARGO_1379,1859-12-18 05:12:56,1859-12-18 22:35:00,Steamdrift,Cogburg,73.07
CARGO_1379,1859-12-18 22:35:00,1859-12-19 11:02:21,Cogburg,Irondale,83.01
CARGO_1379,1859-12-19 11:02:21,1859-12-19 17:04:22,Irondale,Gizbourne,87.18
CARGO_1380,1859-12-19 17:04:22,1859-12-20 00:50:18,Gizbourne,Irondale,67.74
CARGO_1380,1859-12-20 00:50:18,1859-12-20 14:36:44,Irondale,Cogburg,75.07
CARGO_1380,1859-12-20 14:36:44,1859-12-21 08:59:20,Cogburg,Steamdrift,69.05
CARGO_1381,1859-11-24 08:00:00,1859-11-25 02:21:08,Steamdrift,Cogburg,69.15
CARGO_1381,1859-11-25 02:21:08,1859-11-25 16:26:26,Cogburg,Irondale,73.39
CARGO_1381,1859-11-25 16:26:26,1859-11-25 23:43:54,Irondale,Gizbourne,72.14
CARGO_1382,1859-11-25 23:43:54,1859-11-26 06:16:48,Gizbourne,Irondale,80.33
CARGO_1382,1859-11-26 06:16:48,1859-11-26 10:48:56,Irondale,Copperhold,76.06
CARGO_1383,1859-11-26 10:48:56,1859-11-26 15:38:59,Copperhold,Irondale,71.37
CARGO_1384,1859-11-26 15:38:59,1859-11-26 21:54:44,Irondale,Gizbourne,83.99
CARGO_1385,1859-11-26 21:54:44,1859-11-27 03:46:53,Gizbourne,Irondale,89.62
CARGO_1385,1859-11-27 03:46:53,1859-11-27 14:29:04,Irondale,Cogburg,96.61
CARGO_1386,1859-11-27 14:29:04,1859-11-28 03:16:46,Cogburg,Copperhold,81.83
CARGO_1387,1859-11-28 03:16:46,1859-11-28 07:57:26,Copperhold,Irondale,73.75
CARGO_1387,1859-11-28 07:57:26,1859-11-29 00:44:26,Irondale,Rustport,77.58
CARGO_1388,1859-11-29 00:44:26,1859-11-30 00:00:15,Rustport,Steamdrift,83.69
CARGO_1389,1859-11-30 00:00:15,1859-11-30 16:48:32,Steamdrift,Cogburg,75.51
CARGO_1389,1859-11-30 16:48:32,1859-12-01 04:36:54,Cogburg,Irondale,87.58
CARGO_1390,1859-12-01 04:36:54,1859-12-01 13:29:25,Irondale,Leverstorm,70.87
CARGO_1391,1859-12-01 13:29:25,1859-12-01 22:43:06,Leverstorm,Irondale,68.16
CARGO_1392,1859-12-01 22:43:06,1859-12-02 10:45:35,Irondale,Cogburg,85.87
CARGO_1393,1859-12-02 10:45:35,1859-12-03 05:52:18,Cogburg,Steamdrift,66.4
CARGO_1394,1859-12-03 05:52:18,1859-12-03 22:13:24,Steamdrift,Cogburg,77.61
CARGO_1394,1859-12-03 22:13:24,1859-12-04 10:13:31,Cogburg,Irondale,86.15
CARGO_1394,1859-12-04 10:13:31,1859-12-04 16:10:56,Irondale,Gizbourne,88.3
CARGO_1395,1859-12-04 16:10:56,1859-12-05 03:55:27,Gizbourne,Leverstorm,73.75
CARGO_1396,1859-12-05 03:55:27,1859-12-05 12:06:56,Leverstorm,Irondale,76.79
CARGO_1397,1859-12-05 12:06:56,1859-12-05 17:07:55,Irondale,Copperhold,68.78
CARGO_1398,1859-12-05 17:07:55,1859-12-06 07:21:24,Copperhold,Cogburg,73.6
CARGO_1398,1859-12-06 07:21:24,1859-12-07 02:25:09,Cogburg,Steamdrift,66.57
CARGO_1399,1859-12-07 02:25:09,1859-12-07 18:13:06,Steamdrift,Cogburg,80.32
CARGO_1399,1859-12-07 18:13:06,1859-12-08 07:01:01,Cogburg,Copperhold,81.81
CARGO_1400,1859-12-08 07:01:01,1859-12-08 22:14:55,Copperhold,Cogburg,68.74
CARGO_1401,1859-12-08 22:14:55,1859-12-09 15:12:13,Cogburg,Rustport,83.81
CARGO_1402,1859-12-09 15:12:13,1859-12-10 09:22:04,Rustport,Irondale,71.68
CARGO_1402,1859-12-10 09:22:04,1859-12-10 18:32:16,Irondale,Leverstorm,68.59
CARGO_1403,1859-12-10 18:32:16,1859-12-11 02:01:11,Leverstorm,Copperhold,76.05
CARGO_1404,1859-12-11 02:01:11,1859-12-11 05:47:07,Copperhold,Irondale,91.62
CARGO_1404,1859-12-11 05:47:07,1859-12-11 19:39:39,Irondale,Rustport,93.83
CARGO_1405,1859-12-11 19:39:39,1859-12-12 15:52:51,Rustport,Steamdrift,96.29
CARGO_1406,1859-12-12 15:52:51,1859-12-13 10:34:35,Steamdrift,Cogburg,67.88
CARGO_1406,1859-12-13 10:34:35,1859-12-14 01:53:05,Cogburg,Irondale,67.55
CARGO_1407,1859-12-14 01:53:05,1859-12-14 17:58:55,Irondale,Rustport,80.88
CARGO_1408,1859-12-14 17:58:55,1859-12-15 12:46:07,Rustport,Irondale,69.3
CARGO_1408,1859-12-15 12:46:07,1859-12-15 18:30:58,Irondale,Copperhold,60.03
CARGO_1409,1859-12-15 18:30:58,1859-12-16 11:56:49,Copperhold,Cogburg,60.07
CARGO_1409,1859-12-16 11:56:49,1859-12-17 06:39:11,Cogburg,Steamdrift,67.84
CARGO_1410,1859-12-17 06:39:11,1859-12-17 23:10:15,Steamdrift,Cogburg,76.83
CARGO_1410,1859-12-17 23:10:15,1859-12-18 11:05:02,Cogburg,Irondale,86.8
CARGO_1410,1859-12-18 11:05:02,1859-12-18 19:13:31,Irondale,Leverstorm,77.26
CARGO_1411,1859-11-24 08:00:00,1859-11-24 17:24:43,Leverstorm,Irondale,66.83
CARGO_1411,1859-11-24 17:24:43,1859-11-25 07:51:35,Irondale,Cogburg,71.57
CARGO_1411,1859-11-25 07:51:35,1859-11-26 02:24:19,Cogburg,Steamdrift,68.43
CARGO_1412,1859-11-26 02:24:19,1859-11-26 15:51:43,Steamdrift,Cogburg,94.3
CARGO_1412,1859-11-26 15:51:43,1859-11-27 02:26:03,Cogburg,Irondale,97.8
CARGO_1412,1859-11-27 02:26:03,1859-11-27 09:38:24,Irondale,Leverstorm,87.29
CARGO_1413,1859-11-27 09:38:24,1859-11-27 18:04:11,Leverstorm,Irondale,74.62
CARGO_1413,1859-11-27 18:04:11,1859-11-28 06:19:22,Irondale,Cogburg,84.39
CARGO_1414,1859-11-28 06:19:22,1859-11-28 19:48:01,Cogburg,Irondale,76.72
CARGO_1414,1859-11-28 19:48:01,1859-11-29 02:43:47,Irondale,Gizbourne,75.91
CARGO_1415,1859-11-29 02:43:47,1859-11-29 08:58:28,Gizbourne,Irondale,84.23
CARGO_1415,1859-11-29 08:58:28,1859-11-29 21:33:34,Irondale,Cogburg,82.16
CARGO_1415,1859-11-29 21:33:34,1859-11-30 14:21:55,Cogburg,Steamdrift,75.51
CARGO_1416,1859-11-30 14:21:55,1859-12-01 08:58:44,Steamdrift,Cogburg,68.18
CARGO_1416,1859-12-01 08:58:44,1859-12-01 23:58:17,Cogburg,Copperhold,69.84
CARGO_1417,1859-12-01 23:58:17,1859-12-02 04:18:59,Copperhold,Irondale,79.4
CARGO_1417,1859-12-02 04:18:59,1859-12-02 20:39:35,Irondale,Rustport,79.67
CARGO_1418,1859-12-02 20:39:35,1859-12-03 11:25:29,Rustport,Gizbourne,82.63
CARGO_1419,1859-12-03 11:25:29,1859-12-04 02:45:19,Gizbourne,Rustport,79.58
CARGO_1420,1859-12-04 02:45:19,1859-12-04 17:17:39,Rustport,Irondale,89.55
CARGO_1420,1859-12-04 17:17:39,1859-12-05 00:47:33,Irondale,Leverstorm,83.88
CARGO_1421,1859-12-05 00:47:33,1859-12-05 09:03:11,Leverstorm,Irondale,76.15
CARGO_1421,1859-12-05 09:03:11,1859-12-05 21:08:30,Irondale,Cogburg,85.53
CARGO_1421,1859-12-05 21:08:30,1859-12-06 13:46:14,Cogburg,Steamdrift,76.31
CARGO_1422,1859-12-06 13:46:14,1859-12-07 17:11:18,Steamdrift,Rustport,71.01
CARGO_1423,1859-12-07 17:11:18,1859-12-08 18:01:06,Rustport,Steamdrift,78.41
CARGO_1424,1859-12-08 18:01:06,1859-12-09 19:21:56,Steamdrift,Rustport,76.81
CARGO_1425,1859-12-09 19:21:56,1859-12-10 11:06:57,Rustport,Irondale,82.67
CARGO_1425,1859-12-10 11:06:57,1859-12-10 15:30:11,Irondale,Copperhold,78.64
CARGO_1426,1859-12-10 15:30:11,1859-12-10 19:52:53,Copperhold,Irondale,78.8
CARGO_1426,1859-12-10 19:52:53,1859-12-11 02:29:26,Irondale,Gizbourne,79.58
CARGO_1427,1859-12-11 02:29:26,1859-12-11 07:58:38,Gizbourne,Irondale,95.87
CARGO_1427,1859-12-11 07:58:38,1859-12-11 18:59:02,Irondale,Cogburg,93.94
CARGO_1428,1859-12-11 18:59:02,1859-12-12 07:17:10,Cogburg,Irondale,84.05
CARGO_1428,1859-12-12 07:17:10,1859-12-12 13:40:02,Irondale,Gizbourne,82.43
CARGO_1429,1859-12-12 13:40:02,1859-12-12 20:35:09,Gizbourne,Irondale,76.02
CARGO_1429,1859-12-12 20:35:09,1859-12-13 01:26:52,Irondale,Copperhold,70.96
CARGO_1430,1859-12-13 01:26:52,1859-12-13 05:52:17,Copperhold,Irondale,77.99
CARGO_1431,1859-12-13 05:52:17,1859-12-13 14:26:46,Irondale,Leverstorm,73.35
CARGO_1432,1859-12-13 14:26:46,1859-12-13 23:39:08,Leverstorm,Irondale,68.32
CARGO_1432,1859-12-13 23:39:08,1859-12-14 17:52:41,Irondale,Rustport,71.44
CARGO_1433,1859-12-14 17:52:41,1859-12-15 12:45:38,Rustport,Irondale,68.95
CARGO_1433,1859-12-15 12:45:38,1859-12-15 22:16:40,Irondale,Leverstorm,66.09
CARGO_1434,1859-12-15 22:16:40,1859-12-16 06:27:07,Leverstorm,Irondale,76.95
CARGO_1435,1859-12-16 06:27:07,1859-12-17 01:44:17,Irondale,Rustport,67.51
CARGO_1436,1859-12-17 01:44:17,1859-12-17 16:37:17,Rustport,Irondale,87.48
CARGO_1437,1859-12-17 16:37:17,1859-12-18 05:35:22,Irondale,Cogburg,79.73
CARGO_1437,1859-12-18 05:35:22,1859-12-18 22:44:16,Cogburg,Steamdrift,74.0
CARGO_1438,1859-12-18 22:44:16,1859-12-19 13:16:05,Steamdrift,Cogburg,87.34
CARGO_1438,1859-12-19 13:16:05,1859-12-19 23:54:51,Cogburg,Irondale,97.13
CARGO_1438,1859-12-19 23:54:51,1859-12-20 06:51:03,Irondale,Leverstorm,90.68
CARGO_1439,1859-12-20 06:51:03,1859-12-20 15:58:44,Leverstorm,Irondale,68.91
CARGO_1439,1859-12-20 15:58:44,1859-12-21 05:51:10,Irondale,Cogburg,74.53
CARGO_1439,1859-12-21 05:51:10,1859-12-22 01:28:50,Cogburg,Steamdrift,64.65
CARGO_1440,1859-12-22 01:28:50,1859-12-23 02:24:01,Steamdrift,Rustport,78.13
CARGO_1441,1859-11-24 08:00:00,1859-11-25 01:47:06,Rustport,Irondale,73.21
CARGO_1442,1859-11-25 01:47:06,1859-11-25 08:01:32,Irondale,Gizbourne,84.29
CARGO_1443,1859-11-25 08:01:32,1859-11-25 14:41:20,Gizbourne,Irondale,78.94
CARGO_1443,1859-11-25 14:41:20,1859-11-26 05:20:41,Irondale,Cogburg,70.55
CARGO_1444,1859-11-26 05:20:41,1859-11-26 23:29:04,Cogburg,Steamdrift,69.96
CARGO_1445,1859-11-26 23:29:04,1859-11-27 13:57:35,Steamdrift,Cogburg,87.67
CARGO_1445,1859-11-27 13:57:35,1859-11-28 00:39:52,Cogburg,Irondale,96.59
CARGO_1446,1859-11-28 00:39:52,1859-11-28 08:22:05,Irondale,Leverstorm,81.65
CARGO_1447,1859-11-28 08:22:05,1859-11-28 16:44:49,Leverstorm,Copperhold,67.91
CARGO_1448,1859-11-28 16:44:49,1859-11-28 21:43:22,Copperhold,Irondale,69.34
CARGO_1448,1859-11-28 21:43:22,1859-11-29 04:31:49,Irondale,Gizbourne,77.27
CARGO_1449,1859-11-29 04:31:49,1859-11-29 10:40:34,Gizbourne,Irondale,85.59
CARGO_1449,1859-11-29 10:40:34,1859-11-29 22:22:42,Irondale,Cogburg,88.36
CARGO_1450,1859-11-29 22:22:42,1859-11-30 10:21:38,Cogburg,Irondale,86.3
CARGO_1450,1859-11-30 10:21:38,1859-11-30 18:54:22,Irondale,Leverstorm,73.61
CARGO_1451,1859-11-30 18:54:22,1859-12-01 07:44:35,Leverstorm,Gizbourne,67.46
CARGO_1452,1859-12-01 07:44:35,1859-12-01 15:01:48,Gizbourne,Irondale,72.18
